timestamp,distance
0,10.8
200,11.2
400,9.7
600,10.5
800,9.3
1000,8.9
1200,10.6
1400,11.4
1600,9.9
1800,10.2
2000,9.6
2200,11.7
2400,10.4
2600,9.2
2800,11.1
3000,10.3
3200,8.8
3400,9.7
3600,11.3
3800,9.5
4000,10.7
4200,9.8
4400,10.1
4600,9.4
4800,11.0
5000,10.5
5200,9.3
5400,10.8
5600,11.1
5800,9.9
